fbgn	protein_id	total_length	disorder_fraction	max_disordered_region	n_disordered_residues	mean_score
FBgn0031045	FBpp0074511	262	0.2366	21	62	0.3506
FBgn0031047	FBpp0074512	304	0.3980	38	121	0.4026
FBgn0031049	FBpp0074514	68	0.2794	19	19	0.2915
FBgn0031052	FBpp0074515	2111	0.5940	138	1254	0.4367
FBgn0031054	FBpp0074516	195	0.4769	49	93	0.3837
FBgn0004057	FBpp0074517	524	0.4790	47	251	0.3968
FBgn0031057	FBpp0074519	547	0.6143	70	336	0.4250
FBgn0010341	FBpp0074520	191	0.4921	34	94	0.3989
FBgn0031059	FBpp0074522	106	0.7547	49	80	0.4617
FBgn0031058	FBpp0289579	286	0.1958	21	56	0.3074
FBgn0043903	FBpp0074525	1282	0.5218	78	669	0.4091
FBgn0031055	FBpp0300795	645	0.6217	66	401	0.4169
FBgn0031053	FBpp0074527	581	0.4492	81	261	0.3746
FBgn0031051	FBpp0074528	1241	0.2772	29	344	0.3457
FBgn0031050	FBpp0074529	378	0.3069	27	116	0.3436
FBgn0031048	FBpp0074530	306	0.4085	22	125	0.3722
FBgn0031043	FBpp0304758	180	0.3556	35	64	0.3761
FBgn0031042	FBpp0304761	586	0.5922	97	347	0.4237
FBgn0031036	FBpp0074537	327	0.8654	102	283	0.4997
FBgn0031033	FBpp0074538	724	0.1367	32	99	0.2741
FBgn0031031	FBpp0300792	350	0.6143	99	215	0.4690
FBgn0031030	FBpp0074540	1039	0.6891	375	716	0.4665
FBgn0026430	FBpp0074544	926	0.4222	68	391	0.3936
FBgn0052532	FBpp0309366	688	0.6337	64	436	0.4588
FBgn0031026	FBpp0074548	183	0.2951	23	54	0.3517
FBgn0027291	FBpp0307649	377	0.3289	23	124	0.3531
FBgn0040890	FBpp0289451	72	0.0694	4	5	0.2404
FBgn0031022	FBpp0074552	323	0.8483	207	274	0.5629
FBgn0020261	FBpp0291292	1613	0.5257	117	848	0.4187
FBgn0044030	FBpp0074554	128	0.4609	37	59	0.3953
FBgn0052533	FBpp0074555	1139	0.5066	62	577	0.4052
FBgn0031062	FBpp0074556	580	0.8017	99	465	0.5189
FBgn0031064	FBpp0074557	812	0.2820	107	229	0.3048
FBgn0010380	FBpp0074558	921	0.3105	38	286	0.3603
FBgn0031065	FBpp0423190	393	0.2875	41	113	0.3155
FBgn0052528	FBpp0074562	367	0.3787	85	139	0.3755
FBgn0031068	FBpp0304151	266	0.6015	58	160	0.4142
FBgn0031069	FBpp0074564	665	0.3173	40	211	0.3548
FBgn0026174	FBpp0074565	158	0.4241	21	67	0.3810
FBgn0026175	FBpp0074566	158	0.3734	30	59	0.3660
FBgn0031078	FBpp0074567	2090	0.3292	66	688	0.3630
FBgn0031077	FBpp0288416	1746	0.3047	47	532	0.3539
FBgn0031074	FBpp0074575	167	0.2635	19	44	0.3649
FBgn0031070	FBpp0074578	870	0.3816	224	332	0.3721
FBgn0042132	FBpp0074579	362	0.7652	146	277	0.5119
FBgn0040089	FBpp0074581	553	0.6998	90	387	0.4596
FBgn0031061	FBpp0074582	480	0.5958	87	286	0.4484
FBgn0031060	FBpp0074583	409	0.2665	32	109	0.3476
FBgn0031066	FBpp0074584	96	0.9479	56	91	0.4997
FBgn0036936	FBpp0074587	402	0.4975	57	200	0.4234
FBgn0005198	FBpp0074588	1847	0.4575	81	845	0.3910
FBgn0036945	FBpp0074589	162	0.0247	3	4	0.2211
FBgn0036950	FBpp0291861	364	0.3049	39	111	0.3625
FBgn0036953	FBpp0074592	334	0.5479	32	183	0.3963
FBgn0036956	FBpp0074596	430	0.3419	33	147	0.3640
FBgn0036959	FBpp0074597	203	0.4877	24	99	0.4011
FBgn0024814	FBpp0074599	219	0.6712	113	147	0.4795
FBgn0052228	FBpp0074605	915	0.9475	305	867	0.5717
FBgn0036967	FBpp0074606	248	0.5040	76	125	0.4064
FBgn0036969	FBpp0074612	362	0.2901	23	105	0.3423
FBgn0052225	FBpp0074614	295	0.3932	34	116	0.3672
FBgn0036964	FBpp0074616	262	0.5458	75	143	0.4327
FBgn0052227	FBpp0074617	1272	0.6258	169	796	0.4401
FBgn0036962	FBpp0074618	598	0.7525	68	450	0.4594
FBgn0036958	FBpp0074619	1465	0.6908	158	1012	0.4843
FBgn0036952	FBpp0074623	363	0.3471	54	126	0.3734
FBgn0036951	FBpp0074625	359	0.3454	30	124	0.3636
FBgn0036949	FBpp0074627	419	0.4511	82	189	0.4007
FBgn0036948	FBpp0074628	369	0.5041	36	186	0.3907
FBgn0036947	FBpp0074629	326	0.4877	46	159	0.3897
FBgn0036942	FBpp0074633	306	0.4118	30	126	0.3740
FBgn0036941	FBpp0074634	372	0.3925	45	146	0.3791
FBgn0036940	FBpp0074635	353	0.4674	76	165	0.3885
FBgn0036939	FBpp0074636	424	0.4528	46	192	0.3970
FBgn0036938	FBpp0074637	126	0.3571	15	45	0.3543
FBgn0036937	FBpp0074638	636	0.4355	39	277	0.3682
FBgn0036935	FBpp0074639	704	0.5256	86	370	0.4077
FBgn0036934	FBpp0074640	600	0.3917	60	235	0.3542
FBgn0036932	FBpp0074641	180	0.5944	31	107	0.4150
FBgn0036909	FBpp0074649	136	0.7574	103	103	0.4490
FBgn0024889	FBpp0074650	543	0.4622	76	251	0.3924
FBgn0052221	FBpp0290230	432	0.2685	30	116	0.3540
FBgn0001324	FBpp0074653	2531	0.5646	212	1429	0.4285
FBgn0020389	FBpp0074657	657	0.4810	52	316	0.3909
FBgn0036913	FBpp0428248	1779	0.5312	70	945	0.4069
FBgn0036915	FBpp0074660	598	0.7525	117	450	0.4691
FBgn0028695	FBpp0074662	919	0.3188	113	293	0.3622
FBgn0036918	FBpp0074663	125	0.8240	50	103	0.4632
FBgn0036919	FBpp0074664	460	0.3239	36	149	0.3672
FBgn0036921	FBpp0074665	201	0.5323	42	107	0.4113
FBgn0004852	FBpp0293288	1312	0.3620	48	475	0.3470
FBgn0036923	FBpp0292793	790	0.8785	239	694	0.5065
FBgn0036925	FBpp0074668	601	0.7704	152	463	0.5019
FBgn0036926	FBpp0074669	186	0.5054	39	94	0.3985
FBgn0013303	FBpp0074671	190	0.4684	36	89	0.4201
FBgn0036928	FBpp0074672	171	0.3216	34	55	0.3784
FBgn0036929	FBpp0074673	422	0.6114	82	258	0.4352
FBgn0036931	FBpp0074676	872	0.5550	77	484	0.4338
FBgn0036927	FBpp0074677	486	0.4671	52	227	0.3982
FBgn0005633	FBpp0074679	182	0.7967	41	145	0.4588
FBgn0052220	FBpp0423255	248	0.2903	20	72	0.3528
FBgn0036924	FBpp0074681	406	0.6773	90	275	0.4422
FBgn0036922	FBpp0074682	168	0.0357	6	6	0.2254
FBgn0052219	FBpp0074683	150	0.3533	22	53	0.3532
FBgn0036920	FBpp0074684	269	0.4312	19	116	0.3737
FBgn0020887	FBpp0074686	900	0.7644	174	688	0.4727
FBgn0014037	FBpp0074689	1059	0.8121	118	860	0.5139
FBgn0003744	FBpp0304464	463	0.4860	66	225	0.3973
FBgn0023094	FBpp0074693	413	0.5424	68	224	0.4373
FBgn0036910	FBpp0074694	504	0.3611	25	182	0.3586
FBgn0040786	FBpp0288838	68	0.5588	33	38	0.5074
FBgn0036908	FBpp0074696	301	0.4850	90	146	0.4235
FBgn0036906	FBpp0074697	441	0.2789	23	123	0.3638
FBgn0036880	FBpp0112093	424	0.6910	154	293	0.4481
FBgn0036881	FBpp0304994	1231	0.2299	96	283	0.3371
FBgn0260461	FBpp0074705	397	0.6146	57	244	0.4383
FBgn0036886	FBpp0074707	673	0.3893	44	262	0.3807
FBgn0036888	FBpp0074708	708	0.4421	44	313	0.3925
FBgn0010417	FBpp0074709	606	0.5083	58	308	0.3987
FBgn0036890	FBpp0074712	182	0.5714	33	104	0.4423
FBgn0036891	FBpp0074713	408	0.4020	53	164	0.3794
FBgn0036893	FBpp0074714	236	0.1695	19	40	0.2677
FBgn0029094	FBpp0074715	218	0.5046	34	110	0.4022
FBgn0036895	FBpp0074716	1174	0.5588	296	656	0.4393
FBgn0004623	FBpp0074717	346	0.3006	31	104	0.3607
FBgn0036905	FBpp0074718	268	0.3993	27	107	0.3635
FBgn0036899	FBpp0271915	822	0.5973	93	491	0.4414
FBgn0022774	FBpp0074729	431	0.2390	31	103	0.3457
FBgn0036897	FBpp0288555	448	0.4643	56	208	0.3997
FBgn0036896	FBpp0074731	977	0.7421	151	725	0.4734
FBgn0036892	FBpp0271918	1024	0.5039	121	516	0.4078
FBgn0020277	FBpp0074737	153	0.4706	33	72	0.3823
FBgn0005386	FBpp0297151	2226	0.7956	292	1771	0.4834
FBgn0036889	FBpp0074739	407	0.4939	55	201	0.3999
FBgn0036887	FBpp0074740	125	0.6480	49	81	0.4369
FBgn0005564	FBpp0111766	571	0.4063	51	232	0.3591
FBgn0036882	FBpp0074744	1339	0.6923	226	927	0.4629
FBgn0040075	FBpp0074756	481	0.5156	46	248	0.3948
FBgn0036856	FBpp0074759	213	0.3333	23	71	0.3507
FBgn0036859	FBpp0074760	874	0.2849	27	249	0.3418
FBgn0036860	FBpp0311131	212	0.2264	28	48	0.2909
FBgn0028380	FBpp0302865	368	0.3342	25	123	0.3598
FBgn0036868	FBpp0303313	769	0.6619	118	509	0.4538
FBgn0003089	FBpp0074780	514	0.5837	54	300	0.4205
FBgn0036862	FBpp0074781	681	0.6990	110	476	0.4552
FBgn0036861	FBpp0074782	224	0.8393	186	188	0.4801
FBgn0036858	FBpp0301124	289	0.3253	35	94	0.3523
FBgn0036857	FBpp0074784	540	0.3630	73	196	0.3654
FBgn0017578	FBpp0074785	161	0.9379	103	151	0.5201
FBgn0026630	FBpp0074786	497	0.2495	34	124	0.3032
FBgn0036853	FBpp0074789	201	0.5473	36	110	0.4108
FBgn0036834	FBpp0074790	328	0.2378	40	78	0.3041
FBgn0036835	FBpp0074791	155	0.2323	30	36	0.3370
FBgn0036843	FBpp0074792	327	0.3242	35	106	0.3450
FBgn0036846	FBpp0303123	484	0.4773	72	231	0.4100
FBgn0036849	FBpp0074794	269	0.5242	56	141	0.4222
FBgn0016797	FBpp0428488	826	0.2567	58	212	0.3231
FBgn0052203	FBpp0110068	356	0.5000	63	178	0.3853
FBgn0036851	FBpp0303125	530	0.5943	47	315	0.4290
FBgn0036850	FBpp0074799	245	0.6571	101	161	0.4378
FBgn0036848	FBpp0074800	300	0.1667	16	50	0.3167
FBgn0036847	FBpp0074801	221	0.6833	80	151	0.4546
FBgn0036844	FBpp0303122	497	0.4748	69	236	0.3982
FBgn0036842	FBpp0074804	636	0.3947	80	251	0.3775
FBgn0015586	FBpp0074805	388	0.4381	25	170	0.3763
FBgn0002945	FBpp0074806	928	0.7608	195	706	0.4884
FBgn0036839	FBpp0074807	530	0.5038	56	267	0.3928
FBgn0036838	FBpp0074808	615	0.5366	97	330	0.4169
FBgn0036837	FBpp0074812	770	0.4740	84	365	0.3878
FBgn0036836	FBpp0074813	699	0.2947	29	206	0.3553
FBgn0052204	FBpp0428135	488	0.4119	74	201	0.3645
FBgn0036833	FBpp0074815	423	0.3546	26	150	0.3734
FBgn0036801	FBpp0074816	741	0.5843	129	433	0.4436
FBgn0040323	FBpp0074817	492	0.4817	46	237	0.3892
FBgn0036807	FBpp0428174	291	0.2302	28	67	0.3382
FBgn0036810	FBpp0074820	378	0.4339	66	164	0.3830
FBgn0036811	FBpp0074821	176	0.7670	70	135	0.5239
FBgn0036813	FBpp0074822	330	0.6152	98	203	0.4116
FBgn0036815	FBpp0074823	221	0.7873	62	174	0.4434
FBgn0036817	FBpp0300968	285	0.4105	76	117	0.3722
FBgn0036818	FBpp0300969	336	0.9167	172	308	0.5882
FBgn0036819	FBpp0074829	288	0.8194	121	236	0.4766
FBgn0036820	FBpp0074830	114	0.3070	15	35	0.3591
FBgn0014075	FBpp0074831	1548	0.4490	54	695	0.3840
FBgn0036822	FBpp0074832	181	0.4586	40	83	0.3805
FBgn0036825	FBpp0074833	149	0.7718	60	115	0.4772
FBgn0036827	FBpp0074834	366	0.9344	151	342	0.5851
FBgn0036828	FBpp0074835	931	0.5456	101	508	0.4206
FBgn0036831	FBpp0074836	430	0.2907	34	125	0.3618
FBgn0036832	FBpp0074838	322	0.2267	17	73	0.3272
FBgn0036830	FBpp0301550	289	0.8304	126	240	0.4910
FBgn0036829	FBpp0301551	675	0.3556	43	240	0.3439
FBgn0027057	FBpp0074841	525	0.2457	29	129	0.3558
FBgn0036826	FBpp0074842	167	0.8204	60	137	0.4966
FBgn0036824	FBpp0074843	414	0.2923	31	121	0.3509
FBgn0036821	FBpp0074844	704	0.3835	55	270	0.3543
FBgn0025807	FBpp0074847	456	0.5504	66	251	0.4232
FBgn0036816	FBpp0074848	590	0.2119	36	125	0.2782
FBgn0036814	FBpp0074851	2133	0.7951	295	1696	0.5072
FBgn0001078	FBpp0074853	1027	0.5589	114	574	0.4263
FBgn0036812	FBpp0074855	511	0.8728	174	446	0.5098
FBgn0036809	FBpp0074856	265	0.3132	32	83	0.3694
FBgn0036808	FBpp0074857	302	0.1987	26	60	0.3191
FBgn0036806	FBpp0074858	524	0.5515	48	289	0.4025
FBgn0036805	FBpp0074859	203	0.6749	40	137	0.4374
FBgn0036804	FBpp0112092	196	0.5765	40	113	0.4450
FBgn0040322	FBpp0074861	461	0.4056	30	187	0.3691
FBgn0042134	FBpp0074865	961	0.7908	196	760	0.5024
FBgn0052198	FBpp0074866	136	0.7279	91	99	0.5243
FBgn0036791	FBpp0074868	427	0.5808	46	248	0.4080
FBgn0036795	FBpp0293245	515	0.4951	52	255	0.3952
FBgn0036796	FBpp0289329	470	0.5957	54	280	0.4191
FBgn0052201	FBpp0289328	520	0.5000	53	260	0.3936
FBgn0052199	FBpp0303836	509	0.4047	48	206	0.3958
FBgn0013717	FBpp0428493	703	0.4196	98	295	0.3916
FBgn0003683	FBpp0074878	428	0.5701	46	244	0.4067
FBgn0028416	FBpp0074881	51	0.3137	16	16	0.3045
FBgn0028415	FBpp0074882	51	0.3137	16	16	0.3045
FBgn0036787	FBpp0074883	220	0.4364	42	96	0.3801
FBgn0052196	FBpp0271909	195	0.4051	27	79	0.3679
FBgn0036786	FBpp0074885	108	0.7222	28	78	0.4504
FBgn0011706	FBpp0074886	65	0.7385	21	48	0.4878
FBgn0036774	FBpp0074887	225	0.7733	83	174	0.4987
FBgn0002901	FBpp0074888	846	0.5638	120	477	0.4223
FBgn0036777	FBpp0074889	357	0.3529	45	126	0.3737
FBgn0052195	FBpp0074891	401	0.2793	33	112	0.3524
FBgn0020300	FBpp0074892	206	0.4854	29	100	0.3651
FBgn0036780	FBpp0074893	193	0.3782	28	73	0.3448
FBgn0036782	FBpp0301841	646	0.4319	30	279	0.3815
FBgn0015946	FBpp0074896	138	0.7174	61	99	0.4868
FBgn0036785	FBpp0305088	575	0.7617	104	438	0.4741
FBgn0036784	FBpp0074898	623	0.2424	25	151	0.3348
FBgn0003997	FBpp0074899	410	0.8366	109	343	0.5039
FBgn0036781	FBpp0074900	1051	0.7593	126	798	0.4777
FBgn0036778	FBpp0074901	510	0.3333	40	170	0.3580
FBgn0036775	FBpp0074902	415	0.7060	57	293	0.4500
FBgn0036773	FBpp0074903	316	0.3987	66	126	0.3416
FBgn0001134	FBpp0074905	686	0.4373	61	300	0.3929
FBgn0036763	FBpp0074907	665	0.5820	75	387	0.4288
FBgn0036765	FBpp0074908	585	0.4513	50	264	0.3830
FBgn0036768	FBpp0074909	579	0.4629	50	268	0.3842
FBgn0036771	FBpp0074910	375	0.2027	21	76	0.3457
FBgn0052192	FBpp0074913	136	0.0662	8	9	0.2302
FBgn0000568	FBpp0074914	1412	0.7280	174	1028	0.4792
FBgn0036772	FBpp0074918	798	0.4586	42	366	0.3944
FBgn0036770	FBpp0074919	742	0.1995	42	148	0.3100
FBgn0036769	FBpp0074920	236	0.2500	31	59	0.2596
FBgn0036767	FBpp0288667	191	0.1832	15	35	0.3187
FBgn0036766	FBpp0074923	180	0.1278	8	23	0.3049
FBgn0036764	FBpp0271785	630	0.2048	23	129	0.2802
FBgn0036761	FBpp0074926	337	0.6499	89	219	0.4478
FBgn0036760	FBpp0074927	330	0.3545	23	117	0.3592
FBgn0036759	FBpp0074928	315	0.2762	28	87	0.3433
FBgn0052189	FBpp0074929	105	0.8000	84	84	0.5083
FBgn0052188	FBpp0074930	105	0.8000	84	84	0.5083
FBgn0036757	FBpp0271900	629	0.2846	30	179	0.3337
FBgn0036756	FBpp0074933	422	0.2275	36	96	0.2844
FBgn0052191	FBpp0300164	564	0.4007	44	226	0.3789
FBgn0052187	FBpp0074935	409	0.3081	41	126	0.3765
FBgn0036754	FBpp0074936	594	0.6128	101	364	0.4575
FBgn0052190	FBpp0074937	569	0.8489	179	483	0.5356
FBgn0036732	FBpp0074939	819	0.3919	70	321	0.3435
FBgn0052185	FBpp0074940	115	0.6696	28	77	0.4074
FBgn0036734	FBpp0074941	420	0.6810	131	286	0.4945
FBgn0036738	FBpp0074946	270	0.2519	22	68	0.3281
FBgn0036741	FBpp0305332	957	0.2936	82	281	0.3168
FBgn0036742	FBpp0289512	412	0.3204	50	132	0.3229
FBgn0036745	FBpp0074949	178	0.3933	23	70	0.3610
FBgn0052183	FBpp0074951	470	0.7213	116	339	0.4698
FBgn0036749	FBpp0074952	486	0.2716	30	132	0.3591
FBgn0052182	FBpp0074953	419	0.3795	29	159	0.3795
FBgn0052181	FBpp0290240	570	0.9509	350	542	0.5543
FBgn0036752	FBpp0074955	553	0.3020	24	167	0.3546
FBgn0043025	FBpp0074956	561	0.4225	37	237	0.3699
FBgn0036751	FBpp0074957	520	0.2731	52	142	0.3482
FBgn0036750	FBpp0074958	479	0.3820	33	183	0.3834
FBgn0036747	FBpp0428244	1725	0.3072	42	530	0.3357
FBgn0036746	FBpp0303195	889	0.7683	132	683	0.4965
FBgn0052179	FBpp0074961	217	0.4885	29	106	0.3661
FBgn0004401	FBpp0074963	716	0.8422	91	603	0.4939
FBgn0036740	FBpp0074964	226	0.6681	68	151	0.4514
FBgn0023197	FBpp0423084	271	0.3210	15	87	0.3361
FBgn0036735	FBpp0074970	680	0.5309	81	361	0.4269
FBgn0036733	FBpp0074971	553	0.5515	47	305	0.4186
FBgn0052177	FBpp0074972	267	0.4419	61	118	0.3542
FBgn0036703	FBpp0074974	320	0.3688	33	118	0.3750
FBgn0036705	FBpp0074975	110	0.1000	6	11	0.2404
FBgn0036707	FBpp0074976	550	0.7127	137	392	0.4818
FBgn0036714	FBpp0074977	1324	0.6035	124	799	0.4429
FBgn0015550	FBpp0074978	398	0.7211	107	287	0.4700
FBgn0040793	FBpp0074979	90	0.2111	19	19	0.3116
FBgn0036725	FBpp0074981	1322	0.7511	117	993	0.4761
FBgn0036726	FBpp0074982	122	0.5082	42	62	0.3804
FBgn0036727	FBpp0074983	509	0.5069	71	258	0.3825
FBgn0036728	FBpp0074984	89	0.2697	16	24	0.3583
FBgn0036730	FBpp0074985	233	0.5236	45	122	0.4020
FBgn0036731	FBpp0074986	206	0.8204	59	169	0.5107
FBgn0036729	FBpp0074987	285	0.9439	111	269	0.5269
FBgn0036723	FBpp0074988	571	0.2487	49	142	0.3508
FBgn0052174	FBpp0074989	268	0.4403	43	118	0.3836
FBgn0042641	FBpp0074990	373	0.2413	27	90	0.3035
FBgn0053052	FBpp0074991	338	0.7751	80	262	0.4828
FBgn0053051	FBpp0074992	211	0.7725	114	163	0.4923
FBgn0027660	FBpp0074994	976	0.4529	87	442	0.3650
FBgn0036717	FBpp0297712	792	0.9659	750	765	0.6498
FBgn0036716	FBpp0075000	753	0.7278	178	548	0.4827
FBgn0036715	FBpp0075001	1820	0.4797	57	873	0.3938
FBgn0036712	FBpp0075004	736	0.2853	53	210	0.3178
FBgn0036711	FBpp0075005	302	0.5099	33	154	0.3799
FBgn0036710	FBpp0075006	542	0.5258	99	285	0.4050
FBgn0036709	FBpp0075008	404	0.1436	17	58	0.2930
FBgn0036708	FBpp0075009	199	0.2161	17	43	0.3040
FBgn0036706	FBpp0075010	238	0.4244	43	101	0.3870
FBgn0036704	FBpp0075011	218	0.2110	18	46	0.3108
FBgn0036702	FBpp0075012	826	0.4153	76	343	0.3899
FBgn0052170	FBpp0075018	540	0.9778	189	528	0.5636
FBgn0036676	FBpp0075021	185	0.4865	36	90	0.3789
FBgn0010352	FBpp0111773	1105	0.4670	91	516	0.3931
FBgn0036686	FBpp0075034	1159	0.6928	130	803	0.4572
FBgn0036688	FBpp0075035	715	0.4713	46	337	0.3972
FBgn0036691	FBpp0075038	379	0.4222	52	160	0.3817
FBgn0036695	FBpp0075039	396	0.2576	41	102	0.2965
FBgn0036697	FBpp0075042	343	0.5277	44	181	0.4106
FBgn0036698	FBpp0075044	398	0.3291	35	131	0.3562
FBgn0036696	FBpp0075046	145	0.3724	28	54	0.3616
FBgn0036690	FBpp0288660	150	0.6200	43	93	0.4132
FBgn0011293	FBpp0075050	155	0.5613	60	87	0.4273
FBgn0036687	FBpp0075051	604	0.9288	216	561	0.5116
FBgn0036684	FBpp0302831	1469	0.5439	57	799	0.4196
FBgn0036679	FBpp0271821	198	0.5253	31	104	0.3884
FBgn0036678	FBpp0075063	607	0.6557	112	398	0.4362
FBgn0036677	FBpp0075067	411	0.6667	137	274	0.4380
FBgn0028693	FBpp0075068	264	0.3750	28	99	0.3724
FBgn0052163	FBpp0075070	143	0.3217	27	46	0.3474
FBgn0042178	FBpp0075072	1080	0.2352	37	254	0.3329
FBgn0042177	FBpp0303949	1080	0.2361	37	255	0.3344
FBgn0025558	FBpp0075074	87	0.4368	38	38	0.3820
FBgn0036652	FBpp0075075	660	0.7652	100	505	0.4812
FBgn0036654	FBpp0075076	382	0.8927	178	341	0.5524
FBgn0000414	FBpp0303222	2360	0.7174	135	1693	0.4696
FBgn0036655	FBpp0075078	122	0.0410	3	5	0.2706
FBgn0043577	FBpp0305802	191	0.3665	21	70	0.3574
FBgn0036659	FBpp0075080	541	0.4048	41	219	0.3755
FBgn0004108	FBpp0075081	846	0.5437	88	460	0.4158
FBgn0036661	FBpp0075083	143	0.6713	51	96	0.4371
FBgn0036662	FBpp0423189	530	0.1943	37	103	0.2843
FBgn0021768	FBpp0075087	332	0.7139	80	237	0.4641
FBgn0036666	FBpp0075088	408	0.5613	42	229	0.4107
FBgn0036668	FBpp0075089	1734	0.8172	219	1417	0.5160
FBgn0052161	FBpp0075090	228	0.3070	28	70	0.3202
FBgn0003410	FBpp0075091	314	0.3567	31	112	0.3682
FBgn0036670	FBpp0075095	288	0.1910	24	55	0.2857
FBgn0036671	FBpp0075096	555	0.6541	96	363	0.4581
FBgn0003250	FBpp0075097	378	0.3042	34	115	0.3311
FBgn0036667	FBpp0075098	78	0.0897	6	7	0.2228
FBgn0036665	FBpp0297080	241	0.5892	44	142	0.4403
FBgn0036663	FBpp0297083	2115	0.4033	57	853	0.3709
FBgn0025582	FBpp0075104	435	0.3908	37	170	0.3791
FBgn0004556	FBpp0075106	687	0.5779	95	397	0.4272
FBgn0043578	FBpp0075107	190	0.5526	26	105	0.3947
FBgn0036656	FBpp0288817	118	0.3305	7	39	0.3191
FBgn0063485	FBpp0099495	657	0.8265	324	543	0.5151
FBgn0040512	FBpp0075111	174	0.3218	29	56	0.3266
FBgn0010223	FBpp0075113	399	0.4461	29	178	0.3907
FBgn0000017	FBpp0303166	1723	0.6645	123	1145	0.4499
FBgn0017572	FBpp0075117	339	0.4897	36	166	0.3983
FBgn0004465	FBpp0075118	417	0.3981	35	166	0.3779
FBgn0002284	FBpp0075119	235	0.3319	18	78	0.3628
FBgn0036648	FBpp0075120	307	0.4169	29	128	0.3801
FBgn0027500	FBpp0075122	1146	0.6754	161	774	0.4468
FBgn0036643	FBpp0075124	232	0.7586	144	176	0.4384
FBgn0036601	FBpp0075125	129	0.1473	9	19	0.2833
FBgn0042201	FBpp0075128	90	0.0000	0	0	0.2133
FBgn0036606	FBpp0075129	131	0.0305	3	4	0.2514
FBgn0036610	FBpp0075131	148	0.5000	25	74	0.3946
FBgn0053061	FBpp0112360	282	0.0993	14	28	0.2761
FBgn0053060	FBpp0293850	121	0.6694	76	81	0.5057
FBgn0040074	FBpp0075134	191	0.3298	33	63	0.3726
FBgn0040794	FBpp0075135	99	0.3737	24	37	0.3361
FBgn0036612	FBpp0110166	1185	0.5401	99	640	0.4135
FBgn0053257	FBpp0075137	330	0.5636	57	186	0.4233
FBgn0036617	FBpp0075140	341	0.4252	44	145	0.3803
FBgn0036618	FBpp0075141	217	0.5530	26	120	0.4072
FBgn0036620	FBpp0075142	259	0.2317	12	60	0.3291
FBgn0042137	FBpp0300159	267	0.2210	28	59	0.3288
FBgn0036624	FBpp0075144	1117	0.8827	253	986	0.5265
FBgn0036627	FBpp0075146	352	0.6790	91	239	0.4420
FBgn0028399	FBpp0303601	467	0.2505	37	117	0.2831
FBgn0053158	FBpp0075148	1033	0.4076	72	421	0.3880
FBgn0003515	FBpp0075149	666	0.2447	34	163	0.3298
FBgn0036639	FBpp0075150	256	0.4844	45	124	0.3963
FBgn0036641	FBpp0075153	226	0.5044	45	114	0.4253
FBgn0026061	FBpp0075156	467	0.3940	43	184	0.3629
FBgn0036638	FBpp0075158	211	0.6730	100	142	0.4445
FBgn0004569	FBpp0075166	444	0.5946	45	264	0.4107
FBgn0027080	FBpp0075168	525	0.3695	26	194	0.3713
FBgn0036629	FBpp0075169	511	0.4364	67	223	0.3897
FBgn0036623	FBpp0300976	397	0.2594	21	103	0.3205
FBgn0036622	FBpp0075179	380	0.2605	24	99	0.3147
FBgn0036621	FBpp0075181	819	0.5018	55	411	0.4171
FBgn0036619	FBpp0075182	429	0.7925	169	340	0.5427
FBgn0011693	FBpp0075184	278	0.3237	24	90	0.3527
FBgn0036614	FBpp0075186	776	0.8698	250	675	0.5031
FBgn0036608	FBpp0075189	185	0.1081	7	20	0.2423
FBgn0036605	FBpp0075190	124	0.0323	3	4	0.2514
FBgn0036602	FBpp0075191	117	0.0256	2	3	0.2576
FBgn0036600	FBpp0075192	148	0.0135	2	2	0.2665
FBgn0044028	FBpp0075193	671	0.6095	204	409	0.4661
FBgn0036560	FBpp0075195	453	0.3532	30	160	0.3700
FBgn0005536	FBpp0300535	1273	0.7918	318	1008	0.5000
FBgn0036563	FBpp0290253	339	0.5251	104	178	0.4562
FBgn0036566	FBpp0291665	893	0.2934	40	262	0.3140
FBgn0036568	FBpp0075203	622	0.3103	54	193	0.3718
FBgn0036569	FBpp0291534	941	0.4591	67	432	0.3943
FBgn0010280	FBpp0113081	1088	0.7555	150	822	0.4786
FBgn0036571	FBpp0075208	1191	0.3795	72	452	0.3701
FBgn0011016	FBpp0075209	190	0.3053	18	58	0.3517
FBgn0036579	FBpp0075212	430	0.2209	13	95	0.3389
FBgn0036581	FBpp0305737	133	0.7594	30	101	0.4435
FBgn0036585	FBpp0292441	69	0.1159	4	8	0.2687
FBgn0036586	FBpp0292442	152	0.5658	29	86	0.3860
FBgn0040798	FBpp0075218	97	0.0000	0	0	0.2293
FBgn0036588	FBpp0075219	109	0.0000	0	0	0.2088
FBgn0036589	FBpp0075220	79	0.0000	0	0	0.2197
FBgn0040797	FBpp0292054	93	0.0000	0	0	0.2212
FBgn0036590	FBpp0075223	140	0.0000	0	0	0.1837
FBgn0036598	FBpp0075224	113	0.2124	16	24	0.3140
FBgn0036597	FBpp0075226	123	0.0000	0	0	0.2141
FBgn0036596	FBpp0297708	187	0.1765	9	33	0.3381
FBgn0036595	FBpp0288401	181	0.4586	37	83	0.3969
FBgn0036594	FBpp0288402	170	0.1176	20	20	0.2328
FBgn0036593	FBpp0075230	206	0.0922	14	19	0.3030
FBgn0036592	FBpp0075232	181	0.0000	0	0	0.2045
FBgn0036591	FBpp0075233	143	0.1399	20	20	0.2072
