"Probe","gene","FBgn ID","stage/tissue","term"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 8-9","Expressed"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Hindgut"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Visceral mesoderm"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Tracheal lumen"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Salivary glands"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Tracheal system"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Expressed"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Stage 10-17"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Muscles-embryo"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 10-17","Zygotic"
"LD29885","CG9543","FBcl0166075","","Annotated by Ronit"
"LD29885","CG9543","FBcl0166075","stage 1-3","Non-Expressed"
"LD29885","CG9543","FBcl0166075","stage 1-3","Stage 1-3"
"LD29885","CG9543","FBcl0166075","stage 4-5","Non-Expressed"
"LD29885","CG9543","FBcl0166075","stage 4-5","Stage 4-5"
"LD29885","CG9543","FBcl0166075","stage 6-7","Stage 6-7"
"LD29885","CG9543","FBcl0166075","stage 6-7","Non-Expressed"
"LD29885","CG9543","FBcl0166075","stage 8-9","Non-Expressed"
"LD29885","CG9543","FBcl0166075","stage 8-9","Stage 8-9"
"LD29885","CG9543","FBcl0166075","stage 10-17","Stage 10-17"
"LD29885","CG9543","FBcl0166075","stage 10-17","Non-Expressed"
"LD28120","CG8062","FBcl0163334","","Annotated by Ronit"
"LD28120","CG8062","FBcl0163334","stage 1-3","Localized"
"LD28120","CG8062","FBcl0163334","stage 1-3","Stage 1-3"
"LD28120","CG8062","FBcl0163334","stage 1-3","Yolk plasm localization"
"LD28120","CG8062","FBcl0163334","stage 1-3","Exclusionary patterns"
"LD28120","CG8062","FBcl0163334","stage 1-3","Medium expression (21-40ms exp)"
"LD28120","CG8062","FBcl0163334","stage 1-3","Yolk plasm enrichment"
"LD28120","CG8062","FBcl0163334","stage 1-3","Pole plasm excluded"
"LD28120","CG8062","FBcl0163334","stage 1-3","Maternal"
"LD28120","CG8062","FBcl0163334","stage 1-3","Embryonic localization patterns"
"LD28120","CG8062","FBcl0163334","stage 1-3","Expressed"
"LD28120","CG8062","FBcl0163334","stage 4-5","Degraded"
"LD28120","CG8062","FBcl0163334","stage 4-5","Stage 4-5"
"LD28120","CG8062","FBcl0163334","stage 4-5","Expressed"
"LD28120","CG8062","FBcl0163334","stage 4-5","Weak expression (>41ms exp)"
"LD28120","CG8062","FBcl0163334","stage 4-5","Localized"
"LD28120","CG8062","FBcl0163334","stage 4-5","Embryonic localization patterns"
"LD28120","CG8062","FBcl0163334","stage 4-5","Maternal"
"LD28120","CG8062","FBcl0163334","stage 4-5","Subcellular localization patterns"
"LD28120","CG8062","FBcl0163334","stage 4-5","Apical exclusion"
"LD28120","CG8062","FBcl0163334","stage 4-5","Basal exclusion"
"LD28120","CG8062","FBcl0163334","stage 4-5","Pole cell enrichment"
"LD28120","CG8062","FBcl0163334","stage 4-5","Degradation maternal transcripts"
"LD28120","CG8062","FBcl0163334","stage 4-5","Cytoplasmic foci"
"LD28120","CG8062","FBcl0163334","stage 4-5","Pole cell localization"
"LD28120","CG8062","FBcl0163334","stage 4-5","Yolk plasm localization"
"LD28120","CG8062","FBcl0163334","stage 4-5","Yolk plasm enrichment"
"LD28120","CG8062","FBcl0163334","stage 4-5","Exclusionary patterns"
"LD28120","CG8062","FBcl0163334","stage 4-5","Pole cell exclusion"
"LD28120","CG8062","FBcl0163334","stage 6-7","Stage 6-7"
"LD28120","CG8062","FBcl0163334","stage 6-7","Subcellular localization patterns"
"LD28120","CG8062","FBcl0163334","stage 6-7","Cytoplasmic foci"
"LD28120","CG8062","FBcl0163334","stage 6-7","Expressed"
"LD28120","CG8062","FBcl0163334","stage 6-7","Embryonic localization patterns"
"LD28120","CG8062","FBcl0163334","stage 6-7","Degraded partially stage 6"
"LD28120","CG8062","FBcl0163334","stage 6-7","Basal enrichment"
"LD28120","CG8062","FBcl0163334","stage 6-7","Basal localization"
"LD28120","CG8062","FBcl0163334","stage 6-7","Localized"
"LD28120","CG8062","FBcl0163334","stage 6-7","Perinuclear localization"
"LD28120","CG8062","FBcl0163334","stage 6-7","Membrane associated"
"LD28120","CG8062","FBcl0163334","stage 6-7","Perinuclear around blastoderm nuclei"
"LD28120","CG8062","FBcl0163334","stage 6-7","Nuclei-associated localization"
"LD28120","CG8062","FBcl0163334","stage 6-7","Perinuclear around yolk nuclei"
"LD28120","CG8062","FBcl0163334","stage 6-7","Degraded"
"LD28120","CG8062","FBcl0163334","stage 6-7","Degradation maternal transcripts"
"LD28120","CG8062","FBcl0163334","stage 6-7","Perinuclear subset of nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","All blastoderm nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","Subcellular localization patterns"
"LD28120","CG8062","FBcl0163334","stage 8-9","Stage 8-9"
"LD28120","CG8062","FBcl0163334","stage 8-9","Weak expression (>41ms exp)"
"LD28120","CG8062","FBcl0163334","stage 8-9","Segmented pattern"
"LD28120","CG8062","FBcl0163334","stage 8-9","Basal localization"
"LD28120","CG8062","FBcl0163334","stage 8-9","Localized"
"LD28120","CG8062","FBcl0163334","stage 8-9","Basal enrichment"
"LD28120","CG8062","FBcl0163334","stage 8-9","Yolk nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","Expression in API"
"LD28120","CG8062","FBcl0163334","stage 8-9","Subset yolk nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","Random yolk nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","Subset blastoderm nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","Embryonic localization patterns"
"LD28120","CG8062","FBcl0163334","stage 8-9","Blastoderm nuclei"
"LD28120","CG8062","FBcl0163334","stage 8-9","Zygotic"
"LD28120","CG8062","FBcl0163334","stage 8-9","Expression in ectoderm"
"LD28120","CG8062","FBcl0163334","stage 8-9","Transiently widespread"
"LD28120","CG8062","FBcl0163334","stage 8-9","Expressed"
"LD28120","CG8062","FBcl0163334","stage 10-17","Subcellular localization patterns"
"LD28120","CG8062","FBcl0163334","stage 10-17","Blastoderm nuclei"
"LD28120","CG8062","FBcl0163334","stage 10-17","CNS"
"LD28120","CG8062","FBcl0163334","stage 10-17","Stage 10-17"
"LD28120","CG8062","FBcl0163334","stage 10-17","Expressed"
"LD28120","CG8062","FBcl0163334","stage 10-17","Zygotic"
"LD28120","CG8062","FBcl0163334","stage 10-17","Localized"
"LD28120","CG8062","FBcl0163334","stage 10-17","Small Foci in ectoderm"
"LD28120","CG8062","FBcl0163334","stage 10-17","Small Foci in midgut"
"LD28120","CG8062","FBcl0163334","stage 10-17","Salivary glands"
"LD28120","CG8062","FBcl0163334","stage 10-17","Segmented pattern"
"LD28120","CG8062","FBcl0163334","stage 10-17","Tracheal system"
"LD28120","CG8062","FBcl0163334","stage 10-17","Ventral nerve cord"
"LD28120","CG8062","FBcl0163334","stage 10-17","Visceral mesoderm"
"LD28120","CG8062","FBcl0163334","stage 10-17","Specific visceral mesoderm pattern"
"LD28120","CG8062","FBcl0163334","stage 10-17","Tracheal lumen"
"LD28120","CG8062","FBcl0163334","stage 10-17","Small Foci"
"LD28120","CG8062","FBcl0163334","stage 10-17","Foci"
"LD28120","CG8062","FBcl0163334","stage 10-17","Ectoderm"
"LD28120","CG8062","FBcl0163334","stage 10-17","Fat body"
"LD28120","CG8062","FBcl0163334","stage 10-17","Foregut"
"LD28120","CG8062","FBcl0163334","stage 10-17","Head"
"LD28120","CG8062","FBcl0163334","stage 10-17","Midgut"
"LD28120","CG8062","FBcl0163334","stage 10-17","Proventriculus"
"LD28120","CG8062","FBcl0163334","stage 10-17","Midgut ICPs"
"LD28120","CG8062","FBcl0163334","stage 10-17","Midgut subset"
"LD28120","CG8062","FBcl0163334","stage 10-17","Small Foci in CNS"
"LD28120","CG8062","FBcl0163334","stage 10-17","Muscles-embryo"
"LD25702","CG10489","FBcl0165225","stage 1-3","Non-Expressed"
"LD25702","CG10489","FBcl0165225","stage 1-3","Stage 1-3"
"LD25702","CG10489","FBcl0165225","stage 4-5","Stage 4-5"
"LD25702","CG10489","FBcl0165225","stage 4-5","Non-Expressed"
"LD25702","CG10489","FBcl0165225","stage 6-7","Stage 6-7"
"LD25702","CG10489","FBcl0165225","stage 6-7","Non-Expressed"
"LD25702","CG10489","FBcl0165225","stage 8-9","Stage 8-9"
"LD25702","CG10489","FBcl0165225","stage 8-9","Non-Expressed"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","","Annotated by Ronit"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 1-3","Weak expression (>41ms exp)"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 1-3","Expressed"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 1-3","Maternal"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 1-3","Stage 1-3"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 1-3","Ubiquitous"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Ubiquitous"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Subcellular localization patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Pole cell exclusion"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Exclusionary patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Localized"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Apical exclusion"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Maternal"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Embryonic localization patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Weak expression (>41ms exp)"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Stage 4-5"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 4-5","Expressed"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Stage 6-7"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Cytoplasmic foci"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Subcellular localization patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Weak expression (>41ms exp)"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Embryonic localization patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Expressed"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Basal enrichment"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Basal localization"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 6-7","Localized"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Basal enrichment"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Weak expression (>41ms exp)"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Cytoplasmic foci"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Localized"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Basal localization"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Embryonic localization patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Subcellular localization patterns"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Stage 8-9"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 8-9","Expressed"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 10-17","Zygotic"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 10-17","Expressed"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 10-17","Stage 10-17"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 10-17","Tracheal system"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 10-17","Tracheal lumen"
"GH13356","beta4GalTA (GH13356)","FBcl0126711","stage 10-17","Garland cell"
"GH12663","CG5807","FBcl0105693","","Annotated by Ronit"
"GH12663","CG5807","FBcl0105693","stage 1-3","Weak expression (>41ms exp)"
"GH12663","CG5807","FBcl0105693","stage 1-3","Expressed"
"GH12663","CG5807","FBcl0105693","stage 1-3","Maternal"
"GH12663","CG5807","FBcl0105693","stage 1-3","Stage 1-3"
"GH12663","CG5807","FBcl0105693","stage 1-3","Ubiquitous"
"GH12663","CG5807","FBcl0105693","stage 4-5","Ubiquitous"
"GH12663","CG5807","FBcl0105693","stage 4-5","Stage 4-5"
"GH12663","CG5807","FBcl0105693","stage 4-5","Expressed"
"GH12663","CG5807","FBcl0105693","stage 4-5","Degraded"
"GH12663","CG5807","FBcl0105693","stage 4-5","Weak expression (>41ms exp)"
"GH12663","CG5807","FBcl0105693","stage 4-5","Maternal"
"GH12663","CG5807","FBcl0105693","stage 4-5","Degraded partially stage 5"
"GH12663","CG5807","FBcl0105693","stage 4-5","Degradation maternal transcripts"
"GH12663","CG5807","FBcl0105693","stage 6-7","Weak expression (>41ms exp)"
"GH12663","CG5807","FBcl0105693","stage 6-7","Stage 6-7"
"GH12663","CG5807","FBcl0105693","stage 6-7","Ubiquitous"
"GH12663","CG5807","FBcl0105693","stage 6-7","Expressed"
"GH12663","CG5807","FBcl0105693","stage 8-9","Stage 8-9"
"GH12663","CG5807","FBcl0105693","stage 8-9","Expressed"
"GH12663","CG5807","FBcl0105693","stage 8-9","Zygotic"
"GH12663","CG5807","FBcl0105693","stage 8-9","Subcellular localization patterns"
"GH12663","CG5807","FBcl0105693","stage 8-9","Subset yolk nuclei"
"GH12663","CG5807","FBcl0105693","stage 8-9","Random yolk nuclei"
"GH12663","CG5807","FBcl0105693","stage 8-9","Weak expression (>41ms exp)"
"GH12663","CG5807","FBcl0105693","stage 8-9","Intranuclear accumulation"
"GH12663","CG5807","FBcl0105693","stage 8-9","Accumulation nuclear subregion"
"GH12663","CG5807","FBcl0105693","stage 8-9","Yolk nuclei"
"GH12663","CG5807","FBcl0105693","stage 8-9","Localized"
"GH12663","CG5807","FBcl0105693","stage 8-9","Nuclei-associated localization"
"GH12663","CG5807","FBcl0105693","stage 10-17","Stage 10-17"
"GH12663","CG5807","FBcl0105693","stage 10-17","Non-Expressed"
"LD26519","CG11371 (LD26519)","FBcl0169930","","Annotated by Ronit"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 1-3","Maternal"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 1-3","Stage 1-3"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 1-3","Medium expression (21-40ms exp)"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 1-3","Expressed"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 1-3","Ubiquitous"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 4-5","Ubiquitous"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 4-5","Maternal"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 4-5","Expressed"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 4-5","Stage 4-5"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Stage 6-7"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Subcellular localization patterns"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Basal localization"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Expressed"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Embryonic localization patterns"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Localized"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Degraded partially stage 6"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Degraded"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 6-7","Basal enrichment"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Expression in API"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Basal enrichment"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Expressed"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Stage 8-9"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Subset blastoderm nuclei"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Basal localization"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Ubiquitous"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Blastoderm nuclei"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Subcellular localization patterns"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Localized"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 8-9","Zygotic"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 10-17","Stage 10-17"
"LD26519","CG11371 (LD26519)","FBcl0169930","stage 10-17","Expressed"
"LD26050","CG12340","FBcl0176947","","Annotated by Ronit"
"LD26050","CG12340","FBcl0176947","stage 1-3","Maternal"
"LD26050","CG12340","FBcl0176947","stage 1-3","Expressed"
"LD26050","CG12340","FBcl0176947","stage 1-3","Stage 1-3"
"LD26050","CG12340","FBcl0176947","stage 1-3","Strong expression (1-20ms exp)"
"LD26050","CG12340","FBcl0176947","stage 1-3","Ubiquitous"
"LD26050","CG12340","FBcl0176947","stage 4-5","Perinuclear subset of nuclei"
"LD26050","CG12340","FBcl0176947","stage 4-5","Degradation maternal transcripts"
"LD26050","CG12340","FBcl0176947","stage 4-5","Pole cell localization"
"LD26050","CG12340","FBcl0176947","stage 4-5","Intranuclear accumulation"
"LD26050","CG12340","FBcl0176947","stage 4-5","Degraded partially stage 5"
"LD26050","CG12340","FBcl0176947","stage 4-5","Pole cell enrichment"
"LD26050","CG12340","FBcl0176947","stage 4-5","Subset blastoderm nuclei"
"LD26050","CG12340","FBcl0176947","stage 4-5","Perinuclear localization"
"LD26050","CG12340","FBcl0176947","stage 4-5","Cytoplasmic foci"
"LD26050","CG12340","FBcl0176947","stage 4-5","Nuclei-associated localization"
"LD26050","CG12340","FBcl0176947","stage 4-5","Perinuclear around pole cell nuclei"
"LD26050","CG12340","FBcl0176947","stage 4-5","Exclusionary patterns"
"LD26050","CG12340","FBcl0176947","stage 4-5","Blastoderm nuclei"
"LD26050","CG12340","FBcl0176947","stage 4-5","Zygotic"
"LD26050","CG12340","FBcl0176947","stage 4-5","Accumulation nuclear subregion"
"LD26050","CG12340","FBcl0176947","stage 4-5","Subcellular localization patterns"
"LD26050","CG12340","FBcl0176947","stage 4-5","Apical exclusion"
"LD26050","CG12340","FBcl0176947","stage 4-5","Maternal"
"LD26050","CG12340","FBcl0176947","stage 4-5","Localized"
"LD26050","CG12340","FBcl0176947","stage 4-5","Embryonic localization patterns"
"LD26050","CG12340","FBcl0176947","stage 4-5","Expressed"
"LD26050","CG12340","FBcl0176947","stage 4-5","Degraded"
"LD26050","CG12340","FBcl0176947","stage 4-5","Stage 4-5"
"LD26050","CG12340","FBcl0176947","stage 6-7","Stage 6-7"
"LD26050","CG12340","FBcl0176947","stage 6-7","Zygotic"
"LD26050","CG12340","FBcl0176947","stage 6-7","Pole cell enrichment"
"LD26050","CG12340","FBcl0176947","stage 6-7","Expressed"
"LD26050","CG12340","FBcl0176947","stage 6-7","Pole cell localization"
"LD26050","CG12340","FBcl0176947","stage 6-7","Ubiquitous"
"LD26050","CG12340","FBcl0176947","stage 6-7","Localized"
"LD26050","CG12340","FBcl0176947","stage 8-9","Blastoderm nuclei"
"LD26050","CG12340","FBcl0176947","stage 8-9","Zygotic"
"LD26050","CG12340","FBcl0176947","stage 8-9","Subset blastoderm nuclei"
"LD26050","CG12340","FBcl0176947","stage 8-9","Expression in ectoderm"
"LD26050","CG12340","FBcl0176947","stage 8-9","Expressed"
"LD26050","CG12340","FBcl0176947","stage 8-9","Stage 8-9"
"LD26050","CG12340","FBcl0176947","stage 8-9","Germ cell nuclei"
"LD26050","CG12340","FBcl0176947","stage 8-9","Localized"
"LD26050","CG12340","FBcl0176947","stage 10-17","Stage 10-17"
"LD26050","CG12340","FBcl0176947","stage 10-17","Expressed"
"LD26050","CG12340","FBcl0176947","stage 10-17","Brain"
"LD26050","CG12340","FBcl0176947","stage 10-17","Localized"
"LD26050","CG12340","FBcl0176947","stage 10-17","Ectoderm"
"LD26050","CG12340","FBcl0176947","stage 10-17","Head"
"LD26050","CG12340","FBcl0176947","stage 10-17","Midgut"
"LD26050","CG12340","FBcl0176947","stage 10-17","Visceral mesoderm"
"LD26050","CG12340","FBcl0176947","stage 10-17","Salivary glands lumen"
"LD26050","CG12340","FBcl0176947","stage 10-17","Salivary glands"
"LD26050","CG12340","FBcl0176947","stage 10-17","Muscles-embryo"
"LD26050","CG12340","FBcl0176947","stage 10-17","Zygotic"
"LD14510","bys","FBcl0156912","","Annotated by Eric"
"LD14510","bys","FBcl0156912","stage 1-3","Non-Expressed"
"LD14510","bys","FBcl0156912","stage 1-3","Stage 1-3"
"LD14510","bys","FBcl0156912","stage 4-5","Stage 4-5"
"LD14510","bys","FBcl0156912","stage 4-5","Non-Expressed"
"LD14510","bys","FBcl0156912","stage 6-7","Stage 6-7"
"LD14510","bys","FBcl0156912","stage 6-7","Non-Expressed"
"LD14510","bys","FBcl0156912","stage 8-9","Stage 8-9"
"LD14510","bys","FBcl0156912","stage 8-9","Non-Expressed"
"LD14555","CG11799 (LD14555)","FBcl0155203","","Annotated by Eric"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 1-3","Stage 1-3"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 1-3","Non-Expressed"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 4-5","Non-Expressed"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 4-5","Stage 4-5"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 6-7","Stage 6-7"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 6-7","Non-Expressed"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 8-9","Non-Expressed"
"LD14555","CG11799 (LD14555)","FBcl0155203","stage 8-9","Stage 8-9"
"LD14687","Dnz1","FBcl0162647","","Annotated by Eric"
"LD14687","Dnz1","FBcl0162647","stage 1-3","Non-Expressed"
"LD14687","Dnz1","FBcl0162647","stage 1-3","Stage 1-3"
"LD14687","Dnz1","FBcl0162647","stage 4-5","Stage 4-5"
"LD14687","Dnz1","FBcl0162647","stage 4-5","Non-Expressed"
